user,rating,komentar,timestamp,sentimen,platform
Jck Humanfirst,5,Terimakasih atas aplikasi ini mempermudah di gunakan saat keadaan darurat ataupun dipakai sehari-hari,14/03/2026 17:50,positif,Google Maps
Isma Oriza Satifa,4,mantap,14/03/2026 17:50,positif,Google Maps
resi zain,2,"di bulan ini aplikasinya jelek. udah tarifnya mahal, dikasih driver yg jauh, padahal yg dekat ada banyak. tolong algoritmanya diperbaiki lagi. jangan nyusahin customer",14/03/2026 17:46,negatif,Google Maps
Zahra Adzani,1,pesen go foof udah lewat dari 2 jam belum juga dpt driver tbtb orderan saya dibatalin. JAM NUNGGU CM BUAT DIBATALIN???,14/03/2026 17:44,negatif,Google Maps
Ridho,2,"bikin gw marah ni gojek,masaan gw nunggu dua jam lebih driver masi cari",14/03/2026 17:44,negatif,Google Maps
Crawsherbill,1,"lama banget nyari driver nya, mana ongkir nya lama, habistu ga sesuai estimasi, haduuhh",14/03/2026 17:42,negatif,Google Maps
Fasha 24,1,"ga dapet"" udah 1 jam",14/03/2026 17:38,negatif,Google Maps
Nabila Ufairah,1,"40 menit nunggu driver dan di cancel terus alasannya ""jauh jemputnya"" padahal cuman 10 menit",14/03/2026 17:37,negatif,Google Maps
Lis Hartati,5,lebih banyak pilihan,14/03/2026 17:37,positif,Google Maps
Arry Syahrum,1,aplikasi tolol,14/03/2026 17:36,negatif,Google Maps
Gabriella Olivia,5,sangat murah,14/03/2026 17:36,positif,Google Maps
Syaef Nurhiqmat,1,"barang siapa yg bisnis dengan cara ruba maka allah akan berikaan kesulitan dalam hidupnya, dan mencabut keberkahan dsri rezekynya . Ongkir naik, masa driver dpetnya kecil . .",14/03/2026 17:34,negatif,Google Maps
Jihan Agustin,1,"susah dapet driver, males",14/03/2026 17:33,negatif,Google Maps
Boy Afando,5,ok,14/03/2026 17:26,positif,Google Maps
Kang Kopietz,5,sangat membantu,14/03/2026 17:26,positif,Google Maps
Alya Fauja,2,susah dpt driver,14/03/2026 17:26,negatif,Google Maps
geen,1,"driver nya lelet, udh itu aja",14/03/2026 17:22,negatif,Google Maps
Fabian Luthfie,1,"Ini algoritma gojek gimana dah, lama² aneh. ada driver deket malah dikasih yang jauh. aneh banget nih aplikasi.",14/03/2026 17:20,negatif,Google Maps
Doyle BottomLovers,1,"lama nyampe, driver minta dibatalin tanpa alasan, nunggu buat batalin juga lama.",14/03/2026 17:20,negatif,Google Maps
alfath mochammad maulidza,1,minimal kalau driver ga mau ambil ada fitur batalkan ini tidak bisa batalkan mau nunggu berapa lama lagi saya,14/03/2026 17:19,negatif,Google Maps
Rafi Firmansyah,1,driver nya males males masak pesen goride sekrang lama banget dapet nya,14/03/2026 17:16,negatif,Google Maps
Ridwan Firdaus,5,aplikasi nya sangat bagus untukk kemana mana,14/03/2026 17:15,positif,Google Maps
azril rahmat suherman,1,apk busuk susah dapat go gride nya . padahal jalur kosambi telagasari numpuk gojek,14/03/2026 17:15,negatif,Google Maps
Michael aprl,1,Cari Driver 4Jam,14/03/2026 17:15,negatif,Google Maps
ulil albab,3,"kalau driver tidak mau ambil pesanan, mending langsung cancel aja, kita nunggu ada setengah jam driver tidak bergerak sama sekali",14/03/2026 17:12,negatif,Google Maps
Dhany Susatyo,1,"Aplikasi sering dapat Driver jauh jaraknya 3-6 km, apa ada yang error dengan System Gojek? Apalagi ketika Hujan Deras, Driver seakan-akan tidak ada yang mau antar jemput? Harus nunggu 1 jam baru dapat Driver yang mengantarkan pulang. Tolong perbaiki System Gojek dan kemitraan kembali seperti awal GOJEK hadir di Indonesia. Saya beri bintang 1 dahulu, jika ada perbaikan saya akan ubah menjadi 5 bintang. Kenapa System masih saja nyangkut dengan Driver yang jaraknya Jauh. Estimasi 10 menit.",14/03/2026 17:11,negatif,Google Maps
Peci Merah,1,pesan orderan lama,14/03/2026 17:10,negatif,Google Maps
Amalia turrochimah,3,sekarang lama bngt kalo mencari driver:(,14/03/2026 17:02,negatif,Google Maps
Marcio,1,"halo PT GOTO, tolong benerin ya untuk pencarian drivernya, akhir² ini dibulan MARET 2026 SULIT SEKALI MENCARI DRIVER, GOJEK MAUPUN GOFOOD, sudah 5x nunggu tanpa kepastian. lu klo jdi manusia nunggu lama tp gda kepastian bete kan? tolong benerin yg lgi kacau sekarang, thx u",14/03/2026 17:02,negatif,Google Maps
HERUL ANWAR,1,makin kesini makin susah nyari deriver ngga kaya di aplikasi sebelah,14/03/2026 17:00,negatif,Google Maps
Mhd Azziz,1,jelek,14/03/2026 16:58,negatif,Google Maps
astri,5,kasian c abah tukang cilok aku liatin dr tadi nungguin pembeli blm ada yg beli... kasian juga aku di jam jam rawan susah bgt dpt driver...emg sii mungkin lg pada buka puasa tp aku juga pengen pulang biar bisa buka puasa 😥... ketambah klo ujan dikit aja...gada yg nyantol satupun...akhirnya ngeteng pake angkot.ini tuh di tmpat aku aja ato samaan dtempat laen juga... tdny mo hapus aja...tp kadang ada juga driver yg baik hati meskipun aku pilih mode hemat tp aku ga tegaan pasti aku lebihin ...,14/03/2026 16:47,positif,Google Maps
Muhammad Singgih Pratomo,1,"Para Driver malah digaji murah. Misal ada kasus mau gosend, Kita bayar 14 rb (pelanggan) si Driver malah dapat 5 rb. Kok gini amat sih???",14/03/2026 16:47,positif,Google Maps
Sashaa,2,"Kenapa dah ini? baru dapet driver 1 jam kemudian, ga cocok bgt buat mau buru2. padahal posisinya disini saya kejar jam, tolong di perbaiki lagi ya untuk drivernya terutama di daerah Surabaya",14/03/2026 16:44,positif,Google Maps
Muhammad Kadarisman,5,ok,14/03/2026 16:41,positif,Google Maps
Winda Riatini Setiana,5,nyaman pakai gojek,14/03/2026 16:39,positif,Google Maps
Jamal Udin,5,tarif nya tolong di turunin lagi,14/03/2026 16:37,negatif,Google Maps
Bintang Prasyah,5,damn good,14/03/2026 16:35,positif,Google Maps
Rarastiti Pradani,1,dzolim,14/03/2026 16:29,negatif,Google Maps
Gita Rinnalia,1,sekarang nyari driver susah.,14/03/2026 16:27,negatif,Google Maps
Dodi Setiawan,1,"bangke, baru kali ini order goride Deket doang aja gak dapet dapet, di maps banyak driver tapi yg nyangkut yg jauh Mulu mana udah 10 kali di cancel trus padahal drivernya dikit lagi sampe... ini driver atau aplikasi nya yg usang..",14/03/2026 16:24,negatif,Google Maps
iqbal alfariz,5,kalo bisa gojek tambahin fitur pembayaran Qris,14/03/2026 16:23,positif,Google Maps
bye batam,1,busuk susah banget dapet driver yang mau antar gofood,14/03/2026 16:12,negatif,Google Maps
Ruaidah Way,5,so far so good thank you,14/03/2026 16:09,positif,Google Maps
Adinda Ayu,5,mantap,14/03/2026 16:09,positif,Google Maps
ika setiyaningrum,5,sangat membantu urusan urgent,14/03/2026 16:07,positif,Google Maps
Murti Ningsih,5,ramah dan baik trimakasih,14/03/2026 16:04,positif,Google Maps
Fatih Bun17,1,nyari driver susah ongkos mahal giliran dapet nitip dibelikan ke warung ga bisa padahal ditambahin juga,14/03/2026 15:55,negatif,Google Maps
Dara Wulan,2,sekarang pesen gojek lama banget nungguin driver jaraknya jauh2 bisa smpe sekiloan .,14/03/2026 15:53,negatif,Google Maps
Misna Andriyani,5,keren,14/03/2026 15:50,positif,Google Maps
Zidane Akbar,1,"aplikasi gajelas! driver pada sombong gamau ambil orderan pdhl disekitaran saya banyak driver gojek. mentang² saya mesennya yg versi hemat, langsung pada gamau ambil orderan. bukan apa² ya, mau mesen yg normal malah mahal bgt harganya gak ngotak, pdhl jaraknya gak terlalu jauh dan masih terjangkau, tapi harganya bisa >20rb. saran saya mending apus aja sekalian versi hemat nya biar gak ngerugiin org, harga normalnya juga jangan malah gak normal untuk jarak dekat.",14/03/2026 15:48,negatif,Google Maps
Darmojo Pajang,5,drivernya ramah motornya baru😃,14/03/2026 15:41,positif,Google Maps
yusuf effendi,2,"driver numpuk tapi ga ada satupun yg mau ambil, sampai nunggu 1 jam, driver kok pilih2 rute, tolong ditertibkan",14/03/2026 15:38,negatif,Google Maps
Ninda Ayyu,1,"lama bgt sumpah nungguinnya 1/2 jam belum dapet driver"" emng kocak ni apk padahal cuaca juga terang ga ujan",14/03/2026 15:29,negatif,Google Maps
Utiami Nur,5,tepat lokasi,14/03/2026 15:27,positif,Google Maps
Randy Speed,5,mantap,14/03/2026 15:23,positif,Google Maps
Rudy Darwin,5,mantap♥️♥️♥️,14/03/2026 15:12,positif,Google Maps
Fitri Ramadani,1,dzolim,14/03/2026 15:12,negatif,Google Maps
Winda Juliyanti,1,kalo dpt suka diem doang kaga jalan chat ga di bales².,14/03/2026 15:10,negatif,Google Maps
Wasmud Ae,5,"susah dapat drivernya,, parah gojek malah mundur,",14/03/2026 15:02,negatif,Google Maps
Yetendra,5,bagus ramah,14/03/2026 14:59,positif,Google Maps
Geofany CSimanjuntak,1,"Jelek, bisa-bisanya ambil gosend instan dah 2 hari nggak Nemu kurirnya. Kalau kekurangan driver dibuka lagi tu lowongan nya. Jangan sok merasa hebat dengan driver sedikit itu, dah tau sekarang orang-orang pakai jasa pengiriman. Jelek, dah tu potongan argo ke driver gede banget lagi. Suka kasihan sama driver. Customer bayar mahal sampai di driver cuma 50%. Apaan begitu",14/03/2026 14:57,negatif,Google Maps
Abdul Azis,5,good,14/03/2026 14:54,positif,Google Maps
Deka Efendi,1,susah pesen kurirnya sekarang,14/03/2026 14:49,negatif,Google Maps
Andre Kurniawan Prasetyo,5,nice,14/03/2026 14:43,positif,Google Maps
Fah rurie,1,"driver harus di manusiakan , jangan hanya jadi sapi perah!",14/03/2026 14:37,negatif,Google Maps
Ardi Septian,1,gaje,14/03/2026 14:36,negatif,Google Maps
couldntdomuch,4,"pesen food pakai tunai belanja dibawah 100rb nunggu sampe 2 jam, giliran belanjanya 300-500rb cepetnya banget cuma 30 menit tiba-tiba udah didepan rumah aja 😁, oh gitu cara mainnya 😁.",14/03/2026 14:36,negatif,Google Maps
Uthi Bfg,1,"Parah sistemnya kacau, bayarnya makin mahal tp ke driver kecil bgt, mana dibikin susah dpt driver dipentalin yang jauh2. Pakai comfort aja masih dipersulit. Aplikasi dzholim!!!",14/03/2026 14:35,negatif,Google Maps
Farida Nur Ayny,5,"perusahaannya tidak memanusiakan para mitra, jahat bgt. para petinggi perusahaan dan yg buat kebijakan kalian dzolim sekali",14/03/2026 14:33,positif,Google Maps
kios gaming,4,susah dapet driver,14/03/2026 14:28,negatif,Google Maps
Dede Bonar,2,makin lama makin ancur ini aplikasi,14/03/2026 14:28,negatif,Google Maps
JUWITA MAYASARI,1,"menyebalkan gak bisa hapus riwayat, mau hapus akun juga gabisa kalo saldo gak 0 rupiah. pdhl saldo kita sendiri. kenapa dipersulig",14/03/2026 14:23,negatif,Google Maps
bernadus heru,5,"Bermanfaat, terima kasih.",14/03/2026 14:22,positif,Google Maps
Iez,1,"ketika susah dapat driver tidak bisa dibatalkan sangat membuang waktu, makanan tidak dapat, cuma di ganti voucher, buang buang waktu nunggu, kenapa tidak dapatkan driver dulu baru bisa di konfirm pesanan nya, supaya tidak membuang waktu pemesan,",14/03/2026 14:16,negatif,Google Maps
Fakhri Aditya. S,1,"gojek gajelas, awal mesen harga 18k, di cancel gara2 posisi driver jauh, pas mesen lagi harga malah berubah jadi 58k padahal jarak cuman 3km. anehhhh...",14/03/2026 14:15,negatif,Google Maps
MG Agan,1,nyiksa driver nih ya,14/03/2026 14:09,negatif,Google Maps
essy essy,5,simple dan lengkap.dan mudah me gunakan nya,14/03/2026 13:58,positif,Google Maps
Aldfi Trieska,5,ok,14/03/2026 13:51,positif,Google Maps
Canggi Makmur,1,Map parah jelek ga akurat sama sekali.,14/03/2026 13:47,negatif,Google Maps
Fitri Yuliani,1,susah bgt sekarang dpet driver.. sekalinya dapet malah ga jalan2 👎🏻,14/03/2026 13:30,negatif,Google Maps
adnin nadiya,1,ga respeck lagi sm ni aplikasi,14/03/2026 13:28,negatif,Google Maps
Windi Kirana,4,mantap,14/03/2026 13:24,positif,Google Maps
Nandra Tama,5,keren,14/03/2026 13:12,positif,Google Maps
diah hardjanti,5,Adanya gojek sangat membantu disaat² butuh pengiriman barang dlm wkt cepat. Terima kasih Gojek,14/03/2026 13:09,positif,Google Maps
Ken,3,"Sekedar masukan, filter tipe menu makanan di perbaiki lagi. Jangan setiap resto yg ada tipe makanan yg di cari di masukin semua. Contoh: saya mau cari makanan khas korea/Jepang/thailand, nah yang keluar itu restaurant yg jual satu atau dua menu yang ada nama ""Korea/Jepang/thailand"" tersebut bukan restaurant yang menjual beraneka macam makanan ""Korea/Jepang/thailand"" tersebut",14/03/2026 13:07,positif,Google Maps
Tri Rensy,5,oke,14/03/2026 13:00,positif,Google Maps
arif tatar,5,bagus sekali,14/03/2026 12:59,positif,Google Maps
021_Muhammad Zaki Musyaffa,1,"biaya adminnya gede banget bagi driver, perusahaan kapitalis cuman mikir untung, jelek",14/03/2026 12:56,negatif,Google Maps
Cucun Warliah,5,mantap,14/03/2026 12:54,positif,Google Maps
Asep Achmad,1,"gw sering on off aplikasi karena gw ada orderan OFF LINE,percuma lu kasi gw uang cash,ujung2 nya nyiksa mitra,sekarang banyak pelanggan NGELUH susah cari driver,itu karena PERMAINAN elu jg,lebih besar ongkir off line dari pada go food jarak dekat cuma 5000",14/03/2026 12:46,negatif,Google Maps
Anak Agung Ayu Keizha A,1,Susah Dapet Driver,14/03/2026 12:42,negatif,Google Maps
Lala Lilu,1,"pesan gojek/gocar sudah dpt driver tapi malah menjauh, drjver jg susah sekali dihubungi dan ga bisa cancel, buang2 waktu jadinya. banyak juga driver yang merasa customer nya cuma numpang dimobilnya padahal kita bayar. rata2 mobil motorny juga kurang bagus (ga terawat. ex: ac panas, berdebu, dll), driver juga banyak yg ga profesional dan attitudenya jelek. TOLONG SEMUA DI BENAHI DAN JANGAN BANYAK ALASAN",14/03/2026 12:42,negatif,Google Maps
Berlian Adi Putra,1,Driver SUSAH,14/03/2026 12:40,negatif,Google Maps
neti hendrayani,5,cepat,14/03/2026 12:37,positif,Google Maps
David wowiling,5,tetap pertahankan kualitas aplikasi nya.,14/03/2026 12:35,positif,Google Maps
Siapa Hayooo,1,sering perbaikan tpi lama banget kelarnya,14/03/2026 12:32,negatif,Google Maps
Mukminah,5,muantapppl,14/03/2026 12:28,positif,Google Maps
Lutfi Febriansyah,1,"nganter paket shopee pake gojek sameday, udah 1 hari masih belum dateng gojeknya",14/03/2026 12:27,negatif,Google Maps
Dwi Mulyo Herlambang,1,aplikasi buruk,14/03/2026 12:19,negatif,Google Maps
02_Hafizh amali wahyudi,5,gokil,14/03/2026 12:11,positif,Google Maps
Martono Kristandi,1,"Sengaja rate di sini soalnya kalo di gojek driver ga pernah di respons developer apps, maps versi terbaru UI nya sangat tidak nyaman , akurasi rendah dan membingungkan driver , trip searah juga tidak bisa di gunakan",14/03/2026 12:09,negatif,Google Maps
Baso Tea,1,atasi dulu noh driver loh kasihan jadi sapi perah,14/03/2026 12:07,negatif,Google Maps
Muhammad Muflih,2,"tolong lah kenapa setiap saya mesen gojek selalu dikasih yang jauh, tergolong mahal juga dibanding maxim, bahkan meskipun sudah saya tambahin masih dikasih yang jauh, dan seringnya ga di ambil juga, kecewa sih",14/03/2026 11:51,negatif,Google Maps
Andi Candra Subagyo,5,selalu puas pakai gojek,14/03/2026 11:44,positif,Google Maps
abdulah,5,ok,14/03/2026 11:44,positif,Google Maps
Wiyono Wiyono,3,agak lama sekarang klau oder makanan,14/03/2026 11:42,negatif,Google Maps
Rizky Anggono,1,ngapain pake kerja sama sama tokped dan shopee kalo mitranya males pick up oder jarak 5km ngga mau dipick up pantes mitranya masih gitu2 aja,14/03/2026 11:38,negatif,Google Maps
citra bahar,5,oke,14/03/2026 11:20,positif,Google Maps
ANSORI KURNIAWAN,4,"Terimakasih, tetapi ada kecewa dikit. ada oknum driver yg tidak mau jemput dengan alasan jauh, ganti ban. benar apa tidaknya itu pribadi masing².",14/03/2026 11:17,positif,Google Maps
anton magek,5,mantap,14/03/2026 11:06,positif,Google Maps
annung prasetyo,5,ok,14/03/2026 10:31,positif,Google Maps
Joko Ferdian,1,kecewa dengan sistem aplikator,14/03/2026 10:16,negatif,Google Maps
Khairun Nisa,4,selebihnya oke,14/03/2026 09:55,positif,Google Maps
Permata hati,5,baik,14/03/2026 09:49,positif,Google Maps
Indri Trenggono29,5,Pelayanan driver 90% yg saya alami baik² ramah². Tp bagi saya justru kendalanya ada pada sistemnya. yg sering kl hujan di ksh driver yg jauh dr lokasi pickup. kasian sm driver dan kostumernya. trs biaya layanan kyknya agak mahal bagi saya. pdhl kan perusahaan sdh memotong dr tarif driver. tolong potongan buat driver jgn terlalu banyak. kasian mrk hanya untuk menafkahi keluarga bukan untuk memperkaya diri. smoga saja saran saya bs buat masukan GOJEG. 🙏,14/03/2026 09:46,positif,Google Maps
Nazril Alfareza,1,aplikasi bgssst kenapa fitur chat di matikan saat aplikasi berjalan,14/03/2026 09:45,negatif,Google Maps
Anton Wijaya,5,goid aplication,14/03/2026 09:41,positif,Google Maps
Uus Sania,5,pelayan nya baik dan drver ramah,14/03/2026 09:41,positif,Google Maps
Jes Jersey,1,aplikasi bobrok. bisnis gak jelas semua di jadiin satu aplikasi yg awalnya cuma aplikasi transportasi dan pesan makanan sekarang ada fitur2 yang menggangu macam Gopinjam dan Go paylater yg rawan penipuan dan dengan gampangnya mencairkan pinjaman tsb tanpa verifikasi yang ketat dan tanpa konfirmasi via telepon. kalo u mo buat aplikasi pinjam mending u buat aplikasi baru jangan di campur2. cuma bikin konsumen resah aja pake aplikasi ini. gak semua sadar bahaya aplikasi u. cm penipu yg senang,14/03/2026 09:37,positif,Google Maps
Abdul Rahman,1,bosok..!!! server e kerep sibuk,14/03/2026 09:29,negatif,Google Maps
Aulia putri,1,"Not recomended, please be kind to your mitra👀🫸🫷🥹",14/03/2026 09:25,negatif,Google Maps
Kamu Kemna aja,3,oke,14/03/2026 09:01,positif,Google Maps
Shima.290 Shima.290,5,"selama ini bagus driver ramah""",14/03/2026 08:43,positif,Google Maps
evie christanti,5,gojek sangat memudahkan.. dan pilihan lokasi lebih lengkap dr apk lain.. 🙏🙏,14/03/2026 08:39,positif,Google Maps
Kari Adi,5,pelayanan cepat,14/03/2026 08:39,positif,Google Maps
Ananda Rangga Saputra,1,"apk jelek, pesen driver 3x di cancel giliran di cancel malah dateng driver marah²",14/03/2026 08:34,negatif,Google Maps
zila cantek,5,aku saranin aja min ada perbatasan usia minim aja yah min aku dapet Drive udah tua banget ya gimana sih min kalo orang tua ngomong amburadul terus ngomelin aku karna aku bolak driver pertama padahal min aku gak ada nolak driver sama sekali min langsung dapet bapak bapak itu min ya terus min kan udah tuamu seting dikit dikit berhenti di jalan min kalo dapet orang yang keburu keburu min gak kyk driver yg lain ya lebih baik min di kinimkan aja usianya min,14/03/2026 08:30,positif,Google Maps
sulis tiono,5,like,14/03/2026 08:14,positif,Google Maps
Tiara Susila,5,fast and clear,14/03/2026 08:03,positif,Google Maps
kepala bidang umum,5,pelayanam baik,14/03/2026 08:00,positif,Google Maps
Al Vino,1,"suka lama dapet driver pas mesen gofood, sekalinya dapet di cancel, udah gitu kalo pas sahur suka ilang jaringan padahal buka apa aja bisa cuma buka gojek doang yg ngeleg, driver suka lama males gatau org laper",14/03/2026 07:50,negatif,Google Maps
Hyourinmaru,1,"Habis baca pengalaman driver, ternyata se Kapitalis ini",14/03/2026 07:39,negatif,Google Maps
Aep Saepudin,5,mantap,14/03/2026 07:34,positif,Google Maps
momo ghea,3,kurng memuaskan dengan gojek skrng banyak supir 2 sering minta cansel,14/03/2026 07:33,positif,Google Maps
Muslimin Hasdi,5,Memuaskan,14/03/2026 07:29,positif,Google Maps
Iwan Sopiansah,5,goood,14/03/2026 07:22,positif,Google Maps
Aan Andri,5,gojk mantap,14/03/2026 07:21,positif,Google Maps
Nazam Mudin,5,Gojek sgt tepat dlm penjmbutan,14/03/2026 07:09,positif,Google Maps
Ema Paramita,5,parah banget susah bener cari driver. di cencel melulu,14/03/2026 07:06,negatif,Google Maps
choirul febrianto,5,sangat puas dengan pelayanan. penjemputan dn pengantaran sesuai titik lokasi kita. semua driver Rama.,14/03/2026 07:00,positif,Google Maps
Puri Kertabudi,3,"please, be kind to ur mitra, semua orang sedang berjuang in this economi, apalagi para driver 🙏",14/03/2026 05:57,netral,Google Maps
Enjar Suhendar,1,Selalu ada cara buat Nyiksa Driver. luar biasa 🙃,14/03/2026 05:45,negatif,Google Maps
Fasya Hanna,5,membantu,14/03/2026 05:31,positif,Google Maps
faisol,1,"sekarang susah dapat driver, kalau disini nungguin drivernya >15menit. kalau aplikasi tetangga sebelah gk nyampe 5 menit",14/03/2026 05:11,negatif,Google Maps
LordAizen80,1,woi drivernya lamakkkk,14/03/2026 05:05,negatif,Google Maps
Bambang Nugroho,1,pola sistem penerimaan orderan gojek itu d ubah....masa orderan di kasihkan driver paling jauh sedang di sekitar t4 pengambilan orderan itu byk driver mangkal...malah yg jauh dapat (3-4km)... kasihan drivernya bos.... motor yg di gunakan itu pake bensin Klo anda mau Brantas fake GPS langsung aja di cut/suspend akun yg terindikasi menggunakan fake GPS... kasihan drivernya bos,14/03/2026 04:55,negatif,Google Maps
Yusniqo Muhammad Shidiq,1,"jangan zhalim ke driver. Customer bayar 50k, yg diterima driver cuma 26k - 21k, gila lu",14/03/2026 04:54,negatif,Google Maps
Citra Dewi,5,mudah digunakan dan completely,14/03/2026 04:36,positif,Google Maps
Ananda Putra Bintang,1,gaada yg bener drivernya,14/03/2026 04:12,negatif,Google Maps
Wahyu Anton,5,mudah pengapliasiannya... byk menu dan mudah,14/03/2026 04:10,positif,Google Maps
muhamad mukmil,1,driver banyak yang dekat malah dikasih driver yg jauh posisi juga mesan juga bukan jam padat,14/03/2026 03:51,negatif,Google Maps
Fiqri F,1,"kejam kalian, nyiksa driver dan customer kalian benar2 kapitalis!!!",14/03/2026 02:57,negatif,Google Maps
Dwi Ciptaningtyas,5,app Dajjal loe ..potongannya gede masuk ke drivernya dikit tolong perlakukan driver selayaknya ..,14/03/2026 02:52,negatif,Google Maps
Adinda Khoirunnisa,1,"Jujur bintang 1 aja menurut aku gak pantes buat kedzolimanmu. Jadi org yg punya hati nurani dikitlah. Lihatlah tu para mitra ojolmu sengsara kayak gitu. Kasian juga kostumer banyak yg bingung krn ulahmu. Dunia emang gak adil. Tapi aku percaya sama Tuhanku, besok di akhirat kelak ada pembalasan.",14/03/2026 02:48,negatif,Google Maps
Rizky Pratama,1,"Lambat sangaat lambat, keluhan customer tidak ditanganin secara serius",14/03/2026 02:43,negatif,Google Maps
Novi Rosanty,3,jgn potong terlalu besar .kasian driver . mna skrng susah cari gojek bnyk yg nolak,14/03/2026 01:53,negatif,Google Maps
Rifky Hadistya,1,aplikasi gojek sekarang buruk,14/03/2026 01:15,negatif,Google Maps
Yuga Afriliansyah,5,bagus,14/03/2026 01:12,positif,Google Maps
Yayatdayat,1,maaf kata saya pesan onlain susah dreper ada berapa hal yang bikin anak 1 ordernya jangan pake hemat 2 kasih dreper bintang 5 dan tif jangan pelit 3 jangan pake gopay pasti banyak dreper ambil orderannya 4 pesan gopood janga. pake GO-SEND bos,14/03/2026 01:04,negatif,Google Maps
Bagoes Wijaya,5,GOJEK MEMANG OK BANGET DI BANDING YANG LAIN,14/03/2026 01:03,positif,Google Maps
The PagahMan,1,2 kali pesanan ku di cencel ama sistem gejals banget padahal drivernya udh di depan resto .. mana setelah itu ongkirnya makin naik padahal lokasinya sama,14/03/2026 00:55,negatif,Google Maps
Tristan Romero,5,ok,14/03/2026 00:54,positif,Google Maps
Kang Ehan,5,para driver bisa diandalkan,14/03/2026 00:47,positif,Google Maps
Taramia fairuz,5,mantap deh pokoknya🔥,14/03/2026 00:45,positif,Google Maps
Bisri Samsuri,5,"cukup tegas program sistemnya, supaya kinerja jasa antar maksimal 👌👍",14/03/2026 00:30,netral,Google Maps
Rosdian Hamid,1,"aplikasi ga jelas, pesen bike dapetnya jauh bgt pdhl di sekitar banyak. udh gitu harganya naik 2x lipat.",14/03/2026 00:05,negatif,Google Maps
dark zone,5,mantap bener,14/03/2026 00:01,positif,Google Maps
Indriani Ani,5,good banget,14/03/2026 00:00,positif,Google Maps
Gunawan Widi,5,goodjob,13/03/2026 23:45,positif,Google Maps
Askara Damarlangit,1,"pesanan instant atau food di gabungin sama costumer yg lain,jd lama bgt. kecewa",13/03/2026 23:35,negatif,Google Maps
Dika Parelio Aditia,4,kerja bagus,13/03/2026 23:29,positif,Google Maps
Resha Siswanti,5,"Edit review : gojek sepertinya sudah berbenah. skrg sudah banyak diskon ongkir. kalo ada kendala sama resto misal resto tidak memberikan pesanan yg lengkap, tinggal ajukan pengaduan ke gojek dan langsung ditanggapi oleh CSnya. fast respon banget. Terus berkembang untuk jadi lebih baik lagi ya gojek. Semangat !!! 💪💪",13/03/2026 23:26,positif,Google Maps
Siprianus Leu,5,sangat membantu saya di dlm setiap aktivitas saya setiap hari gojek dan gopay memanga ok dan top is the best deh 👍👍,13/03/2026 23:26,positif,Google Maps
ajo mania,1,sila ke 5 ilang buat partner kalian sendiri..,13/03/2026 23:21,negatif,Google Maps
Alam Al Ghaniy,1,lemot ga jelas apk mya padhal internet bagus,13/03/2026 23:21,negatif,Google Maps
Bram Putra Perdana,5,mantaaabbb.. bermanfaat..,13/03/2026 23:15,positif,Google Maps
Muhammad Alfaruqi,5,bagus,13/03/2026 23:15,positif,Google Maps
Munasifah Warid,5,Simple,13/03/2026 23:12,positif,Google Maps
athar athar,5,mantap,13/03/2026 23:09,positif,Google Maps
Abimanyu Shu,1,"server eror mulu, padahal internet lancar cuma muter2 doang",13/03/2026 22:52,negatif,Google Maps
Arcilla Zakeisha,3,kebanyakan update,13/03/2026 22:49,netral,Google Maps
Adi Khanza,2,"gak usah ada go ride hemat kalau dapatnya aja susah, tetep aja ujung2nu pake yg biasa",13/03/2026 22:47,negatif,Google Maps
Rori Tanimbar,4,sangat membantu,13/03/2026 22:45,positif,Google Maps
Benget Hutabarat,1,selalu dapat driver yang jauh jauh,13/03/2026 22:42,negatif,Google Maps
Ganesha Pratama Wijaya,1,"dpt drivernya lama bgt. harganya ga ngotak, pdhl tujuannya ga jauh dan ga macet jga",13/03/2026 22:31,negatif,Google Maps
Danis andiano,1,"resto udah tutup, nggak bisa di batalkan mana lama lagi estimasi sampai 1 jam, ditur chat ke resto juga nggak ada, chta ke cs full bot nggak bisa komplen, sampah banget nih apps",13/03/2026 22:23,negatif,Google Maps
Swan Lake,1,aplikasi parah ini. nyiksa mitra dengan bayaran kecil banyak potongan kasian mitranya. padahal mereka tidak mengganti mitra jadi kaya lintah nyedot darah mitranya,13/03/2026 22:21,negatif,Google Maps
Tak perlu Hormat dari manusia,5,pokoknya terima kasih banyak buat semua semoga apa yang ada di rencana aku bicara itu tercapai ya ka .salam sukses,13/03/2026 22:10,positif,Google Maps
aisyah 134,1,"g suka bgt sering di cancle, skrng hrgany ga ngotak mski ga ujan",13/03/2026 22:08,negatif,Google Maps
Budi bordir,5,baik,13/03/2026 22:07,positif,Google Maps
Sasongko_ Niko,5,good aplication,13/03/2026 22:06,positif,Google Maps
Mifta AN,1,cari driver makin susah,13/03/2026 22:04,negatif,Google Maps
Fauzi Kristina,1,kenapa klo hemat driver suka gk mau ambil,13/03/2026 22:03,negatif,Google Maps
Dwiagustin Azzahra,1,susah nyari driver sekali nya dapet jauh,13/03/2026 21:59,negatif,Google Maps
